ID,SetNumber,URL,Images,Description,Notes,DashedNumber
7253,70730,https://www.lego.com/biassets/bi/6131635.pdf,https://www.lego.com/biassets/biimg/6131635.png,Chain Cycle Ambush,BI 3018 / 72+4 / 65+115g 70730 V39,70730-1
7254,70730,https://www.lego.com/biassets/bi/6131627.pdf,https://www.lego.com/biassets/biimg/6131627.png,Chain Cycle Ambush,BI 3018 / 72+4 / 65+115g 70730 V29,70730-1
7255,70731,https://www.lego.com/biassets/bi/6129037.pdf,https://www.lego.com/biassets/biimg/6129037.png,Jay Walker One,BI 3018/28/65g - 70731 V29 1/2,70731-1
7256,70731,https://www.lego.com/biassets/bi/6129013.pdf,https://www.lego.com/biassets/biimg/6129013.png,Jay Walker One,BI 3018/68+4/65+115G - 70731 V29 2/2,70731-1
7257,70731,https://www.lego.com/biassets/bi/6129038.pdf,https://www.lego.com/biassets/biimg/6129038.png,Jay Walker One,BI 3018/28/65g - 70731 V39 1/2,70731-1
7258,70731,https://www.lego.com/biassets/bi/6129014.pdf,https://www.lego.com/biassets/biimg/6129014.png,Jay Walker One,BI 3018/68+4/65+115G -  70731 V39 2/2,70731-1
7259,70732,https://www.lego.com/biassets/bi/6128901.pdf,https://www.lego.com/biassets/biimg/6128901.png,City of Stiix,BI 3016/172+4/65+200g - 70732 V29,70732-1
7260,70732,https://www.lego.com/biassets/bi/6128903.pdf,https://www.lego.com/biassets/biimg/6128903.png,City of Stiix,BI 3016/172+4/65+200g - 70732 V39,70732-1
7261,70733,https://www.lego.com/biassets/bi/6128928.pdf,https://www.lego.com/biassets/biimg/6128928.png,Blaster Bike,BI 3004/60+4/65+115g - 70733 V29,70733-1
7262,70733,https://www.lego.com/biassets/bi/6128929.pdf,https://www.lego.com/biassets/biimg/6128929.png,Blaster Bike,BI 3004/60+4/65+115g - 70733 V39,70733-1
7263,70734,https://www.lego.com/biassets/bi/6128910.pdf,https://www.lego.com/biassets/biimg/6128910.png,Master Wu Dragon,BI 3017 / 40 - 65g - 70734 V39 1/2,70734-1
7264,70734,https://www.lego.com/biassets/bi/6128914.pdf,https://www.lego.com/biassets/biimg/6128914.png,Master Wu Dragon,BI 3017 / 68+4 - 65/115g - 70734 V39 2/2,70734-1
7265,70734,https://www.lego.com/biassets/bi/6128908.pdf,https://www.lego.com/biassets/biimg/6128908.png,Master Wu Dragon,BI 3017 / 40 - 65g - 70734 V29 1/2,70734-1
7266,70734,https://www.lego.com/biassets/bi/6128912.pdf,https://www.lego.com/biassets/biimg/6128912.png,Master Wu Dragon,BI 3017 / 68+4 - 65/115g - 70734 V29 2/2,70734-1
7267,70735,https://www.lego.com/biassets/bi/6131649.pdf,https://www.lego.com/biassets/biimg/6131649.png,Ronin R.E.X.,BI 3017 / 76+4 - 65/115g 70735 V29 2/2,70735-1
7268,70735,https://www.lego.com/biassets/bi/6128916.pdf,https://www.lego.com/biassets/biimg/6128916.png,Ronin R.E.X.,BI 3017/60+4/65+115g - 70735 V29 1/2,70735-1
7269,70735,https://www.lego.com/biassets/bi/6131650.pdf,https://www.lego.com/biassets/biimg/6131650.png,Ronin R.E.X.,BI 3017 / 76+4 - 65/115g 70735 V39 2/2,70735-1
7270,70735,https://www.lego.com/biassets/bi/6128917.pdf,https://www.lego.com/biassets/biimg/6128917.png,Ronin R.E.X.,BI 3017/60+4/65+115g - 70735 V39 1/2,70735-1
7271,70736,https://www.lego.com/biassets/bi/6129041.pdf,https://www.lego.com/biassets/biimg/6129041.png,Attack of the Morro Dragon,BI 3016/96+4/65+200g - 70736 V39,70736-1
7272,70736,https://www.lego.com/biassets/bi/6129040.pdf,https://www.lego.com/biassets/biimg/6129040.png,Attack of the Morro Dragon,BI 3016/96+4/65+200g - 70736 V29,70736-1
7273,70737,https://www.lego.com/biassets/bi/6131651.pdf,https://www.lego.com/biassets/biimg/6131651.png,Titan Mech Battle,BI 3017 / 60+4 - 65/115g 70737 V29 1/2,70737-1
7274,70737,https://www.lego.com/biassets/bi/6131653.pdf,https://www.lego.com/biassets/biimg/6131653.png,Titan Mech Battle,BI 3017 / 68+4 / 65+115 70737 V29 2/2,70737-1
7275,70737,https://www.lego.com/biassets/bi/6131652.pdf,https://www.lego.com/biassets/biimg/6131652.png,Titan Mech Battle,BI 3017 / 60+4 - 65/115g 70737 V39 1/2,70737-1
7276,70737,https://www.lego.com/biassets/bi/6131654.pdf,https://www.lego.com/biassets/biimg/6131654.png,Titan Mech Battle,BI 3017 / 68+4 / 65+115 70737 V39 2/2,70737-1
7277,70738,https://www.lego.com/biassets/bi/6142089.pdf,https://www.lego.com/biassets/biimg/6142089.png,Final Flight of Destiny's Bounty,BI 3019/232+4/65+200g 70738 V39,70738-1
7278,70738,https://www.lego.com/biassets/bi/6142088.pdf,https://www.lego.com/biassets/biimg/6142088.png,Final Flight of Destiny's Bounty,BI 3019/232+4/65+200g 70738 V29,70738-1
7279,70739,https://www.lego.com/biassets/bi/6128694.pdf,https://www.lego.com/biassets/biimg/6128694.png,Airjitzu Kai Flyer,BI 3003/24 - 70739 V29,70739-1
7280,70739,https://www.lego.com/biassets/bi/6128695.pdf,https://www.lego.com/biassets/biimg/6128695.png,Airjitzu Kai Flyer,BI 3003/24 - 70739 V39,70739-1
7281,70740,https://www.lego.com/biassets/bi/6128697.pdf,https://www.lego.com/biassets/biimg/6128697.png,Airjitzu Jay Flyer,BI 3003/24 - 70740 V39,70740-1
7282,70740,https://www.lego.com/biassets/bi/6128696.pdf,https://www.lego.com/biassets/biimg/6128696.png,Airjitzu Jay Flyer,BI 3003/24 - 70740 V29,70740-1
7283,70741,https://www.lego.com/biassets/bi/6128725.pdf,https://www.lego.com/biassets/biimg/6128725.png,Airjitzu Cole Flyer,BI 3003/24 - 70741 V29,70741-1
7284,70741,https://www.lego.com/biassets/bi/6128729.pdf,https://www.lego.com/biassets/biimg/6128729.png,Airjitzu Cole Flyer,BI 3003/24 - 70741 V39,70741-1
7285,70742,https://www.lego.com/biassets/bi/6128734.pdf,https://www.lego.com/biassets/biimg/6128734.png,Airjitzu Zane Flyer,BI 3003/24 - 70742 V39,70742-1
7286,70742,https://www.lego.com/biassets/bi/6128733.pdf,https://www.lego.com/biassets/biimg/6128733.png,Airjitzu Zane Flyer,BI 3003/24 - 70742 V29,70742-1
7287,70743,https://www.lego.com/biassets/bi/6128735.pdf,https://www.lego.com/biassets/biimg/6128735.png,Airjitzu Morro Flyer,BI 3003/24 - 70743 V29,70743-1
7288,70743,https://www.lego.com/biassets/bi/6128736.pdf,https://www.lego.com/biassets/biimg/6128736.png,Airjitzu Morro Flyer,BI 3003/24 - 70743 V39,70743-1
7289,70744,https://www.lego.com/biassets/bi/6128738.pdf,https://www.lego.com/biassets/biimg/6128738.png,Airjitzu Wrayth Flyer,BI 3003/24 - 70744 V39,70744-1
7290,70744,https://www.lego.com/biassets/bi/6128737.pdf,https://www.lego.com/biassets/biimg/6128737.png,Airjitzu Wrayth Flyer,BI 3003/24 - 70744 V29,70744-1
7291,70745,https://www.lego.com/biassets/bi/6114236.pdf,https://www.lego.com/biassets/biimg/6114236.png,Anacondrai Crusher,BI 3004 60 70745 V29,70745-1
7292,70745,https://www.lego.com/biassets/bi/6114237.pdf,https://www.lego.com/biassets/biimg/6114237.png,Anacondrai Crusher,BI 3004 60 70745 V39,70745-1
7293,70746,https://www.lego.com/biassets/bi/6119395.pdf,https://www.lego.com/biassets/biimg/6119395.png,Condrai Copter Attack,"BI 3018/60+4/65+115g, 70746 V39",70746-1
7294,70746,https://www.lego.com/biassets/bi/6119393.pdf,https://www.lego.com/biassets/biimg/6119393.png,Condrai Copter Attack,"BI 3018/60+4/65+115g, 70746 V29",70746-1
7295,70747,https://www.lego.com/biassets/bi/6133487.pdf,https://www.lego.com/biassets/biimg/6133487.png,Boulder Blaster,BI 3018/64+4/65+115g 70747 V29,70747-1
7296,70747,https://www.lego.com/biassets/bi/6133488.pdf,https://www.lego.com/biassets/biimg/6133488.png,Boulder Blaster,BI 3018/64+4/65+115g 70747 V39,70747-1
7297,70748,https://www.lego.com/biassets/bi/6114249.pdf,https://www.lego.com/biassets/biimg/6114249.png,Titanium Dragon,BI 3017 / 80+4 - 65/115g-70748 V29,70748-1
7298,70748,https://www.lego.com/biassets/bi/6114251.pdf,https://www.lego.com/biassets/biimg/6114251.png,Titanium Dragon,BI 3017 / 80+4 - 65/115g-70748 V39,70748-1
7299,70749,https://www.lego.com/biassets/bi/6128662.pdf,https://www.lego.com/biassets/biimg/6128662.png,Enter the Serpent,BI 3016/76+4*- 70749 V39,70749-1
7300,70749,https://www.lego.com/biassets/bi/6128660.pdf,https://www.lego.com/biassets/biimg/6128660.png,Enter the Serpent,BI 3016/76+4*- 70749 V29,70749-1
7301,70750,https://www.lego.com/biassets/bi/6119034.pdf,https://www.lego.com/biassets/biimg/6119034.png,Ninja DB X,BI 3019/64+4*-70750 V29 BOOK1/2,70750-1
7302,70750,https://www.lego.com/biassets/bi/6129435.pdf,https://www.lego.com/biassets/biimg/6129435.png,Ninja DB X,BI 3019/76+4*-70750 V29 BOOK 2/2,70750-1
7303,70750,https://www.lego.com/biassets/bi/6119035.pdf,https://www.lego.com/biassets/biimg/6119035.png,Ninja DB X,BI 3019/64+4*-70750 V39  BOOK1/2,70750-1
7304,70750,https://www.lego.com/biassets/bi/6129436.pdf,https://www.lego.com/biassets/biimg/6129436.png,Ninja DB X,BI 3019/76+4*- 70750 V39 BOOK 2/2,70750-1
7305,70751,https://www.lego.com/biassets/bi/6205643.pdf,https://www.lego.com/biassets/biimg/6205643.png,Temple of Airjitzu,"BI 3019/280+4/65+200G, 70751 V29",70751-1
7306,70751,https://www.lego.com/biassets/bi/6156199.pdf,https://www.lego.com/biassets/biimg/6156199.png,Temple of Airjitzu,"BI 3019/300+4/65+200g, 70751 V39",70751-1
7307,70752,https://www.lego.com/biassets/bi/6114264.pdf,https://www.lego.com/biassets/biimg/6114264.png,Jungle Trap,BI 3001/24 - 70752 V39,70752-1
7308,70752,https://www.lego.com/biassets/bi/6114263.pdf,https://www.lego.com/biassets/biimg/6114263.png,Jungle Trap,BI 3001/24 - 70752 V29,70752-1
7309,70753,https://www.lego.com/biassets/bi/6114265.pdf,https://www.lego.com/biassets/biimg/6114265.png,Lava Falls,BI 3003/36- 70753 V29,70753-1
7310,70753,https://www.lego.com/biassets/bi/6114267.pdf,https://www.lego.com/biassets/biimg/6114267.png,Lava Falls,BI 3003/36- 70753 V39,70753-1
7311,70754,https://www.lego.com/biassets/bi/6119028.pdf,https://www.lego.com/biassets/biimg/6119028.png,ElectroMech,BI 3004/52 - 70754 V39,70754-1
