ID,SetNumber,URL,Images,Description,Notes,DashedNumber,Preselect
2923,7942,https://www.lego.com/biassets/bi/4586971.pdf,https://www.lego.com/biassets/biimg/4586971.png,Police/Fire 1,BI 3004/24 - 7942 V.29,7942-1,police
1274,3648,https://www.lego.com/biassets/bi/4625462.pdf,https://www.lego.com/biassets/biimg/4625462.png,Police Chase,BI 3010/32 - 3648 V.29/39 2/2,3648-1,police
1275,3648,https://www.lego.com/biassets/bi/4625460.pdf,https://www.lego.com/biassets/biimg/4625460.png,Police Chase,BI 3010/32 - 3648 V. 29 1/2,3648-1,police
1276,3648,https://www.lego.com/biassets/bi/4625461.pdf,https://www.lego.com/biassets/biimg/4625461.png,Police Chase,BI 3010/32 - 3648 V. 39 1/2,3648-1,police
1277,3648,https://www.lego.com/biassets/bi/4625463.pdf,https://www.lego.com/biassets/biimg/4625463.png,Police Chase,BI 3010/32 - 3648 V.29/39 2/2,3648-1,police
1278,3658,https://www.lego.com/biassets/bi/4625468.pdf,https://www.lego.com/biassets/biimg/4625468.png,Police Helicopter,BI 3005/60 - 3658 V. 29/39 2/2,3658-1,police
1279,3658,https://www.lego.com/biassets/bi/4625464.pdf,https://www.lego.com/biassets/biimg/4625464.png,Police Helicopter,BI 3010/24 - 3658 V. 29 1/2,3658-1,police
1280,3658,https://www.lego.com/biassets/bi/4625466.pdf,https://www.lego.com/biassets/biimg/4625466.png,Police Helicopter,BI 3010/24 - 3658 V. 39 1/2,3658-1,police
1281,3658,https://www.lego.com/biassets/bi/4625467.pdf,https://www.lego.com/biassets/biimg/4625467.png,Police Helicopter,BI 3005/60 - 3658 V. 29/39 2/2,3658-1,police
1457,8230,https://www.lego.com/biassets/bi/4101169.pdf,https://www.lego.com/biassets/biimg/4101169.png,POLICE CAR,BUILDING INSTR. 8230 IN,8230-1,police
1476,8252,https://www.lego.com/biassets/bi/4124624.pdf,https://www.lego.com/biassets/biimg/4124624.png,Police Buggy,BUILD.INST. FOR 8252,8252-1,police
6026,4436,https://www.lego.com/biassets/bi/6020958.pdf,https://www.lego.com/biassets/biimg/6020958.png,Co-Pack LEGO City Police dans la forèt,BI 3003/32-4436 V29,4436-1,police
6029,4437,https://www.lego.com/biassets/bi/6000144.pdf,https://www.lego.com/biassets/biimg/6000144.png,Police Pursuit,No longer listed at LEGO.com,4437-1,police
6030,4437,https://www.lego.com/biassets/bi/6000141.pdf,https://www.lego.com/biassets/biimg/6000141.png,Co-Pack LEGO City Police dans la forèt,BI 3004/52 - 4437 V.29,4437-1,police
6031,4437,https://www.lego.com/biassets/bi/6084383.pdf,https://www.lego.com/biassets/biimg/6084383.png,Police Pursuit,BI 3004/52 - 4437 V.29,4437-1,police
6032,4437,https://www.lego.com/biassets/bi/6084384.pdf,https://www.lego.com/biassets/biimg/6084384.png,Police Pursuit,BI 3004/52 - 4437 V39,4437-1,police
